gene_id,name
4670,DCHS1
4671,DCHS2
4672,DCI
4673,DCK
4674,DCLK1
4675,DCLK2
4676,DCLK3
4677,DCLRE1A
4678,DCLRE1B
4679,DCLRE1C
4680,DCN
4681,DCP1A
4682,DCP1B
4683,DCP2
4684,DCPS
4685,DCST1
4686,DCST2
4687,DCT
4688,DCTD
4689,DCTN1
4690,DCTN2
4691,DCTN3
4692,DCTN4
4693,DCTN5
4694,DCTN6
4695,DCTPP1
4696,DCUN1D1
4697,DCUN1D2
4698,DCUN1D3
4699,DCUN1D4
4700,DCUN1D5
4701,DCX
4702,DCXR
4703,DDA1
4704,DDAH1
4705,DDAH2
4706,DDB1
4707,DDB2
4708,DDC
4709,DDHD1
4710,DDHD2
4711,DDI1
4712,DDI2
4713,DDIT3
4714,DDIT4
4715,DDIT4L
4716,DDN
4717,DDO
4718,DDOST
4719,DDR1
4720,DDR2
4721,DDRGK1
4722,DDT
4723,DDTL
4724,DDX10
4725,DDX11
4726,DDX1
4727,DDX11L2
4728,DDX12
4729,DDX17
4730,DDX18
4731,DDX19A
4732,DDX19B
4733,DDX20
4734,DDX21
4735,DDX23
4736,DDX24
4737,DDX25
4738,DDX26B
4739,DDX27
4740,DDX28
4741,DDX31
4742,DDX39
4743,DDX3X
4744,DDX3Y
4745,DDX41
4746,DDX42
4747,DDX43
4748,DDX4
4749,DDX46
4750,DDX47
4751,DDX49
4752,DDX50
4753,DDX51
4754,DDX5
4755,DDX52
4756,DDX53
4757,DDX54
4758,DDX55
4759,DDX56
4760,DDX58
4761,DDX59
4762,DDX60
4763,DDX60L
4764,DDX6
4765,DEAF1
4766,1-Dec
4767,DECR1
4768,DECR2
4769,DEDD2
4770,DEDD
4771,DEF6
4772,DEF8
4773,DEFA1B
4774,DEFA4
4775,DEFA5
4776,DEFA6
4777,DEFB103B
4778,DEFB104A
4779,DEFB105A
4780,DEFB106A
4781,DEFB107A
4782,DEFB108B
4783,DEFB109P1
4784,DEFB109P1B
4785,DEFB110
4786,DEFB112
4787,DEFB113
4788,DEFB114
4789,DEFB115
4790,DEFB116
4791,DEFB1
4792,DEFB118
4793,DEFB119
4794,DEFB121
4795,DEFB122
4796,DEFB123
4797,DEFB124
4798,DEFB125
4799,DEFB126
4800,DEFB127
4801,DEFB128
4802,DEFB129
4803,DEFB130
4804,DEFB131
4805,DEFB132
4806,DEFB134
4807,DEFB135
4808,DEFB136
4809,DEFB4A
4810,DEGS1
4811,DEGS2
4812,DEK
4813,DEM1
4814,DENND1A
4815,DENND1B
4816,DENND1C
4817,DENND2A
4818,DENND2C
4819,DENND2D
4820,DENND3
4821,DENND4A
4822,DENND4B
4823,DENND4C
4824,DENND5A
4825,DENND5B
4826,DENR
4827,DEPDC1
4828,DEPDC1B
4829,DEPDC4
4830,DEPDC5
4831,DEPDC6
4832,DEPDC7
4833,DERA
4834,DERL1
4835,DERL2
4836,DERL3
4837,DES
4838,DET1
4839,DEXI
4840,DFFA
4841,DFFB
4842,DFNA5
4843,DFNB31
4844,DFNB59
4845,DGAT1
4846,DGAT2
4847,DGAT2L6
4848,DGCR10
4849,DGCR11
4850,DGCR14
4851,DGCR2
4852,DGCR5
4853,DGCR6
4854,DGCR6L
4855,DGCR8
4856,DGCR9
4857,DGKA
4858,DGKB
4859,DGKD
4860,DGKE
4861,DGKG
4862,DGKH
4863,DGKI
4864,DGKK
4865,DGKQ
4866,DGKZ
4867,DGUOK
4868,DHCR24
4869,DHCR7
4870,DHDDS
4871,DHDH
4872,DHDPSL
4873,DHFR
4874,DHFRL1
4875,DHH
4876,DHODH
4877,DHPS
4878,DHRS1
4879,DHRS11
4880,DHRS12
4881,DHRS13
4882,DHRS2
4883,DHRS3
4884,DHRS4
4885,DHRS4L1
4886,DHRS4L2
4887,DHRS7
4888,DHRS7B
4889,DHRS7C
4890,DHRS9
4891,DHRSX
4892,DHTKD1
4893,DHX15
4894,DHX16
4895,DHX29
4896,DHX30
4897,DHX32
4898,DHX33
4899,DHX34
4900,DHX35
4901,DHX36
4902,DHX37
4903,DHX38
4904,DHX40
4905,DHX40P1
4906,DHX57
4907,DHX58
4908,DHX8
4909,DHX9
4910,DIABLO
4911,DIAPH1
4912,DIAPH2
4913,DIAPH3
4914,DICER1
4915,DIDO1
4916,DIMT1L
4917,DIO1
4918,DIO2
4919,DIO3
4920,DIO3OS
4921,DIP2A
4922,DIP2B
4923,DIP2C
4924,DIRAS1
4925,DIRAS2
4926,DIRAS3
4927,DIRC1
4928,DIRC2
4929,DIRC3
4930,DIS3
4931,DIS3L
4932,DIS3L2
4933,DISC1
4934,DISC2
4935,DISP1
4936,DISP2
4937,DIXDC1
4938,DKC1
4939,DKFZP434H168
4940,DKFZp434J0226
4941,DKFZP434K028
4942,DKFZP434L187
4943,DKFZp434L192
4944,DKFZp566F0947
4945,DKFZP586I1420
4946,DKFZp686A1627
4947,DKFZP686I15217
4948,DKFZp686O24166
4949,DKFZp761E198
4950,DKFZp779M0652
4951,DKK1
4952,DKK2
4953,DKK3
4954,DKK4
4955,DKKL1
4956,DLAT
4957,DLC1
4958,DLD
4959,DLEC1
4960,DLEU1
4961,DLEU2
4962,DLEU2L
4963,DLEU7
4964,DLG1
4965,DLG2
4966,DLG3
4967,DLG4
4968,DLG5
4969,DLGAP1
4970,DLGAP2
4971,DLGAP3
4972,DLGAP4
4973,DLGAP5
4974,DLK1
4975,DLK2
4976,DLL1
4977,DLL3
4978,DLL4
4979,DLST
4980,DLX1
4981,DLX2
4982,DLX3
4983,DLX4
4984,DLX5
4985,DLX6
4986,DLX6AS
4987,DMAP1
4988,DMBT1
4989,DMBX1
4990,DMC1
4991,DMD
4992,DMGDH
4993,DMKN
4994,DMP1
4995,DMPK
4996,DMRT1
4997,DMRT2
4998,DMRT3
4999,DMRTA1
5000,DMRTA2
5001,DMRTB1
5002,DMRTC1
5003,DMRTC1B
5004,DMRTC2
5005,DMTF1
5006,DMWD
5007,DMXL1
5008,DMXL2
5009,DNA2
5010,DNAH10
5011,DNAH11
5012,DNAH12
5013,DNAH1
5014,DNAH14
5015,DNAH17
5016,DNAH2
5017,DNAH3
5018,DNAH5
5019,DNAH6
5020,DNAH7
5021,DNAH8
5022,DNAH9
5023,DNAI1
5024,DNAI2
5025,DNAJA1
5026,DNAJA2
5027,DNAJA3
5028,DNAJA4
5029,DNAJB11
5030,DNAJB12
5031,DNAJB1
5032,DNAJB13
5033,DNAJB14
5034,DNAJB2
5035,DNAJB3
5036,DNAJB4
5037,DNAJB5
5038,DNAJB6
5039,DNAJB7
5040,DNAJB8
5041,DNAJB9
5042,DNAJC10
5043,DNAJC11
5044,DNAJC12
5045,DNAJC13
5046,DNAJC14
5047,DNAJC15
5048,DNAJC16
5049,DNAJC1
5050,DNAJC17
5051,DNAJC18
5052,DNAJC19
5053,DNAJC21
5054,DNAJC2
5055,DNAJC22
5056,DNAJC24
5057,DNAJC25
5058,DNAJC25-GNG10
5059,DNAJC27
5060,DNAJC28
5061,DNAJC30
5062,DNAJC3
5063,DNAJC4
5064,DNAJC5
5065,DNAJC5B
5066,DNAJC5G
5067,DNAJC6
5068,DNAJC7
5069,DNAJC8
5070,DNAJC9
5071,DNAL1
5072,DNAL4
5073,DNALI1
5074,DNASE1
5075,DNASE1L1
5076,DNASE1L2
5077,DNASE1L3
5078,DNASE2
5079,DNASE2B
5080,DND1
5081,DNER
5082,DNHD1
5083,DNLZ
5084,DNM1
5085,DNM1L
5086,DNM1P35
5087,DNM2
5088,DNM3
5089,DNMBP
5090,DNMT1
5091,DNMT3A
5092,DNMT3B
5093,DNMT3L
5094,DNPEP
5095,DNTT
5096,DNTTIP1
5097,DNTTIP2
5098,DOC2A
5099,DOC2B
5100,DOCK10
5101,DOCK11
5102,DOCK1
5103,DOCK2
5104,DOCK3
5105,DOCK4
5106,DOCK5
5107,DOCK6
5108,DOCK7
5109,DOCK8
5110,DOCK9
5111,DOHH
5112,DOK1
5113,DOK2
5114,DOK3
5115,DOK4
5116,DOK5
5117,DOK6
5118,DOK7
5119,DOLK
5120,DOLPP1
5121,DOM3Z
5122,DONSON
5123,DOPEY1
5124,DOPEY2
5125,DOT1L
5126,DPAGT1
5127,DPCD
5128,DPCR1
5129,DPEP1
5130,DPEP2
5131,DPEP3
5132,DPF1
5133,DPF2
5134,DPF3
5135,DPH1
5136,DPH2
5137,DPH3
5138,DPH3B
5139,DPH5
5140,DPM1
5141,DPM2
5142,DPM3
5143,DPP10
5144,DPP3
5145,DPP4
5146,DPP6
5147,DPP7
5148,DPP8
5149,DPP9
5150,DPPA2
5151,DPPA3
5152,DPPA4
5153,DPPA5
5154,DPRX
5155,DPRXP4
5156,DPT
5157,DPY19L1
5158,DPY19L2
5159,DPY19L2P1
5160,DPY19L2P2
5161,DPY19L2P4
5162,DPY19L3
5163,DPY19L4
5164,DPY30
5165,DPYD
5166,DPYS
5167,DPYSL2
5168,DPYSL3
5169,DPYSL4
5170,DPYSL5
5171,DQX1
5172,DR1
5173,DRAM1
5174,DRAM2
5175,DRAP1
5176,DRD1
5177,DRD2
5178,DRD3
5179,DRD4
5180,DRD5
5181,DRG1
5182,DRG2
5183,DRGX
5184,DRP2
5185,DSC1
5186,DSC2
5187,DSC3
5188,DSCAM
5189,DSCAML1
5190,DSCC1
5191,DSCR10
5192,DSCR3
5193,DSCR4
5194,DSCR6
5195,DSCR8
5196,DSCR9
5197,DSE
5198,DSEL
5199,DSG1
5200,DSG2
5201,DSG3
5202,DSG4
5203,DSN1
5204,DSP
5205,DSPP
5206,DST
5207,DSTN
5208,DSTYK
5209,DTD1
5210,DTHD1
5211,DTL
5212,DTNA
5213,DTNB
5214,DTNBP1
5215,DTWD1
5216,DTWD2
5217,DTX1
5218,DTX2
5219,DTX3
5220,DTX3L
5221,DTX4
5222,DTYMK
5223,DULLARD
5224,DUOX1
5225,DUOX2
5226,DUOXA1
5227,DUOXA2
5228,DUPD1
5229,DUS1L
5230,DUS2L
5231,DUS3L
5232,DUS4L
5233,DUSP10
5234,DUSP1
5235,DUSP11
5236,DUSP12
5237,DUSP13
5238,DUSP14
5239,DUSP15
5240,DUSP16
5241,DUSP18
5242,DUSP19
5243,DUSP21
5244,DUSP2
5245,DUSP22
5246,DUSP23
5247,DUSP26
5248,DUSP27
5249,DUSP28
5250,DUSP3
5251,DUSP4
5252,DUSP5
5253,DUSP5P
5254,DUSP6
5255,DUSP7
5256,DUSP8
5257,DUSP9
5258,DUT
5259,DUX4
5260,DUXA
5261,DVL1
5262,DVL2
5263,DVL3
5264,DVWA
5265,DYDC1
5266,DYDC2
5267,DYM
5268,DYNC1H1
5269,DYNC1I1
5270,DYNC1I2
5271,DYNC1LI1
5272,DYNC1LI2
5273,DYNC2H1
5274,DYNC2LI1
5275,DYNLL1
5276,DYNLL2
5277,DYNLRB1
5278,DYNLRB2
5279,DYNLT1
5280,DYNLT3
5281,DYRK1A
5282,DYRK1B
5283,DYRK2
5284,DYRK3
5285,DYRK4
5286,DYSF
5287,DYSFIP1
5288,DYTN
5289,DYX1C1
5290,DZIP1
5291,DZIP1L
5292,DZIP3
5293,E2F1
5294,E2F2
5295,E2F3
5296,E2F4
5297,E2F5
5298,E2F6
5299,E2F7
5300,E2F8
5301,E4F1
5302,EAF1
5303,EAF2
5304,EAPP
5305,EARS2
5306,EBAG9
5307,EBF1
5308,EBF2
5309,EBF3
5310,EBF4
5311,EBI3
5312,EBNA1BP2
5313,EBP
5314,EBPL
5315,ECD
5316,ECE1
5317,ECE2
5318,ECEL1
5319,ECH1
5320,ECHDC1
5321,ECHDC2
5322,ECHDC3
5323,ECHS1
5324,ECM1
5325,ECM2
5326,ECSCR
5327,ECSIT
5328,ECT2
5329,ECT2L
5330,EDA
5331,EDA2R
5332,EDAR
5333,EDARADD
5334,EDC3
5335,EDC4
5336,EDDM3A
5337,EDDM3B
5338,EDEM1
5339,EDEM2
5340,EDEM3
5341,EDF1
5342,EDIL3
5343,EDN1
5344,EDN2
5345,EDN3
5346,EDNRA
5347,EDNRB
5348,EEA1
5349,EED
5350,EEF1A1
5351,EEF1A1P9
5352,EEF1A2
5353,EEF1B2
5354,EEF1D
5355,EEF1DP3
5356,EEF1E1
5357,EEF1G
5358,EEF2
5359,EEF2K
5360,EEFSEC
5361,EEPD1
5362,EFCAB10
5363,EFCAB1
5364,EFCAB2
5365,EFCAB3
5366,EFCAB4A
5367,EFCAB4B
5368,EFCAB5
5369,EFCAB6
5370,EFCAB7
5371,EFEMP1
5372,EFEMP2
5373,EFHA1
5374,EFHA2
5375,EFHB
5376,EFHC1
5377,EFHC2
5378,EFHD1
5379,EFHD2
5380,EFNA1
5381,EFNA2
5382,EFNA3
5383,EFNA4
5384,EFNA5
5385,EFNB1
5386,EFNB2
5387,EFNB3
5388,EFR3A
5389,EFR3B
5390,EFS
5391,EFTUD1
5392,EFTUD2
5393,EGF
5394,EGFL6
5395,EGFL7
5396,EGFL8
5397,EGFLAM
5398,EGFR
5399,EGLN1
5400,EGLN2
5401,EGLN3
5402,EGOT
5403,EGR1
5404,EGR2
5405,EGR3
5406,EGR4
5407,EHBP1
5408,EHBP1L1
5409,EHD1
5410,EHD2
5411,EHD3
5412,EHD4
5413,EHF
5414,EHHADH
5415,EHMT1
5416,EHMT2
5417,EI24
5418,EID1
5419,EID2
5420,EID2B
5421,EID3
5422,EIF1
5423,EIF1AD
5424,EIF1AX
5425,EIF1AY
5426,EIF1B
5427,EIF2A
5428,EIF2AK1
5429,EIF2AK2
5430,EIF2AK3
5431,EIF2AK4
5432,EIF2B1
5433,EIF2B2
5434,EIF2B3
5435,EIF2B4
5436,EIF2B5
5437,EIF2C1
5438,EIF2C2
5439,EIF2C3
5440,EIF2C4
5441,EIF2S1
5442,EIF2S2
5443,EIF2S3
5444,EIF3A
5445,EIF3B
5446,EIF3C
5447,EIF3CL
5448,EIF3D
5449,EIF3E
5450,EIF3F
5451,EIF3G
5452,EIF3H
5453,EIF3I
5454,EIF3IP1
5455,EIF3J
5456,EIF3K
5457,EIF3L
5458,EIF3M
5459,EIF4A1
5460,EIF4A2
5461,EIF4A3
5462,EIF4B
5463,EIF4E
5464,EIF4E1B
5465,EIF4E2
5466,EIF4E3
5467,EIF4EBP1
5468,EIF4EBP2
5469,EIF4EBP3
5470,EIF4ENIF1
5471,EIF4G1
5472,EIF4G2
5473,EIF4G3
5474,EIF4H
5475,EIF5
5476,EIF5A
5477,EIF5A2
5478,EIF5AL1
5479,EIF5B
5480,EIF6
5481,ELAC1
5482,ELAC2
5483,ELANE
5484,ELAVL1
5485,ELAVL2
5486,ELAVL3
5487,ELAVL4
5488,ELF1
5489,ELF2
5490,ELF3
5491,ELF4
5492,ELF5
5493,ELFN1
5494,ELFN2
5495,ELK1
5496,ELK3
5497,ELK4
5498,ELL2
5499,ELL3
5500,ELL
5501,ELMO1
5502,ELMO2
5503,ELMO3
5504,ELMOD1
5505,ELMOD2
5506,ELMOD3
5507,ELN
5508,ELOF1
5509,ELOVL1
5510,ELOVL2
5511,ELOVL3
5512,ELOVL4
5513,ELOVL5
5514,ELOVL6
5515,ELOVL7
5516,ELP2
5517,ELP2P
5518,ELP3
5519,ELP4
5520,ELSPBP1
5521,ELTD1
5522,EMB
5523,EMCN
5524,EMD
5525,EME1
5526,EME2
5527,EMG1
5528,EMID1
5529,EMID2
5530,EMILIN1
5531,EMILIN2
5532,EMILIN3
5533,EML1
5534,EML2
5535,EML3
5536,EML4
5537,EML5
5538,EML6
5539,EMP1
5540,EMP2
5541,EMP3
5542,EMR1
5543,EMR2
5544,EMR3
5545,EMR4P
5546,EMX1
5547,EMX2
5548,EMX2OS
5549,EN1
5550,EN2
5551,ENAH
5552,ENAM
5553,ENC1
5554,ENDOD1
5555,ENDOG
5556,ENDOU
5557,ENG
5558,ENGASE
5559,ENHO
5560,ENKUR
5561,ENO1
5562,ENO2
5563,ENO3
5564,ENOPH1
5565,ENOSF1
5566,ENOX1
5567,ENOX2
5568,ENPEP
5569,ENPP1
5570,ENPP2
5571,ENPP3
5572,ENPP4
5573,ENPP5
5574,ENPP6
5575,ENPP7
5576,ENSA
5577,ENTHD1
5578,ENTPD1
5579,ENTPD2
5580,ENTPD3
5581,ENTPD4
5582,ENTPD5
5583,ENTPD6
5584,ENTPD7
5585,ENTPD8
5586,ENY2
5587,EOMES
5588,EP300
5589,EP400
5590,EP400NL
5591,EPAS1
5592,EPB41
5593,EPB41L1
5594,EPB41L2
5595,EPB41L3
5596,EPB41L4A
5597,EPB41L4B
5598,EPB41L5
5599,EPB42
5600,EPB49
5601,EPC1
5602,EPC2
5603,EPCAM
5604,EPDR1
5605,EPGN
5606,EPHA10
5607,EPHA1
5608,EPHA2
5609,EPHA3
5610,EPHA4
5611,EPHA5
5612,EPHA6
5613,EPHA7
5614,EPHA8
5615,EPHB1
5616,EPHB2
5617,EPHB3
5618,EPHB4
5619,EPHB6
5620,EPHX1
5621,EPHX2
5622,EPHX3
5623,EPHX4
5624,EPM2A
5625,EPM2AIP1
5626,EPN1
5627,EPN2
5628,EPN3
5629,EPO
5630,EPOR
5631,EPPK1
5632,EPR1
5633,EPRS
5634,EPS15
5635,EPS15L1
5636,EPS8
5637,EPS8L1
5638,EPS8L2
5639,EPS8L3
5640,EPSTI1
5641,EPT1
5642,EPX
5643,EPYC
5644,ERAL1
5645,ERAP1
5646,ERAP2
5647,ERAS
5648,ERBB2
5649,ERBB2IP
5650,ERBB3
5651,ERBB4
5652,ERC1
5653,ERC2
5654,ERCC1
5655,ERCC2
5656,ERCC3
5657,ERCC4
5658,ERCC5
5659,ERCC6
5660,ERCC6L
5661,ERCC8
5662,EREG
5663,ERF
5664,ERG
5665,ERGIC1
5666,ERGIC2
5667,ERGIC3
5668,ERH
5669,ERI1
5670,ERI2
5671,ERI3
5672,ERICH1
5673,ERLEC1
5674,ERLIN1
5675,ERLIN2
5676,ERMAP
5677,ERMN
5678,ERMP1
5679,ERN1
5680,ERN2
5681,ERO1L
5682,ERO1LB
5683,ERP27
5684,ERP29
5685,ERP44
5686,ERRFI1
5687,ERVFRDE1
5688,ESAM
5689,ESCO1
5690,ESCO2
5691,ESD
5692,ESF1
5693,ESM1
5694,ESPL1
5695,ESPN
5696,ESPNL
5697,ESPNP
5698,ESR1
5699,ESR2
5700,ESRP1
5701,ESRP2
5702,ESRRA
5703,ESRRB
5704,ESRRG
5705,ESX1
5706,ESYT1
5707,ESYT2
5708,ESYT3
5709,ETAA1
5710,ETF1
5711,ETFA
5712,ETFB
5713,ETFDH
5714,ETHE1
5715,ETNK1
5716,ETNK2
5717,ETS1
5718,ETS2
5719,ETV1
5720,ETV2
5721,ETV3
5722,ETV3L
5723,ETV4
5724,ETV5
5725,ETV6
5726,ETV7
5727,EVC
5728,EVC2
5729,EVI2A
5730,EVI2B
5731,EVI5
5732,EVI5L
5733,EVL
5734,EVPL
5735,EVPLL
5736,EVX1
5737,EVX2
5738,EWSR1
5739,EXD1
5740,EXD2
5741,EXD3
5742,EXO1
5743,EXOC1
5744,EXOC2
5745,EXOC3
5746,EXOC3L
5747,EXOC3L2
5748,EXOC4
5749,EXOC5
5750,EXOC6
5751,EXOC6B
5752,EXOC7
5753,EXOC8
5754,EXOG
5755,EXOSC10
5756,EXOSC1
5757,EXOSC2
5758,EXOSC3
5759,EXOSC4
5760,EXOSC5
5761,EXOSC6
5762,EXOSC7
5763,EXOSC8
5764,EXOSC9
5765,EXPH5
5766,EXT1
5767,EXT2
5768,EXTL1
5769,EXTL2
5770,EXTL3
5771,EYA1
5772,EYA2
5773,EYA3
5774,EYA4
5775,EYS
5776,EZH1
5777,EZH2
5778,EZR
5779,F10
5780,F11
5781,F11R
5782,F12
5783,F13A1
5784,F13B
5785,F2
5786,F2R
5787,F2RL1
5788,F2RL2
5789,F2RL3
5790,F3
5791,F5
5792,F7
5793,F8
5794,F8A1
5795,F9
5796,FA2H
5797,FAAH2
5798,FAAH
5799,FABP1
5800,FABP12
5801,FABP2
5802,FABP3
5803,FABP4
5804,FABP5
5805,FABP5L3
5806,FABP6
5807,FABP7
5808,FABP9
5809,FADD
5810,FADS1
5811,FADS2
5812,FADS3
5813,FADS6
5814,FAF1
5815,FAF2
5816,FAH
5817,FAHD1
5818,FAHD2A
5819,FAHD2B
5820,FAIM2
5821,FAIM3
5822,FAIM
5823,FAM100A
5824,FAM100B
5825,FAM101A
5826,FAM101B
5827,FAM102A
5828,FAM102B
5829,FAM103A1
5830,FAM104A
5831,FAM104B
5832,FAM105A
5833,FAM105B
5834,FAM106A
5835,FAM106C
5836,FAM107A
5837,FAM107B
5838,FAM108A1
5839,FAM108B1
5840,FAM108C1
5841,FAM109A
5842,FAM109B
5843,FAM10A4
5844,FAM110A
5845,FAM110B
5846,FAM110C
5847,FAM111A
5848,FAM111B
5849,FAM113A
5850,FAM113B
5851,FAM114A1
5852,FAM114A2
5853,FAM115A
5854,FAM115C
5855,FAM116A
5856,FAM116B
5857,FAM117A
5858,FAM117B
5859,FAM118A
5860,FAM118B
5861,FAM119A
5862,FAM119B
5863,FAM120A
5864,FAM120AOS
5865,FAM120B
5866,FAM120C
5867,FAM122A
5868,FAM122B
5869,FAM122C
5870,FAM123A
5871,FAM123B
5872,FAM123C
5873,FAM124A
5874,FAM124B
5875,FAM125A
5876,FAM125B
5877,FAM126A
5878,FAM126B
5879,FAM127A
5880,FAM127B
5881,FAM127C
5882,FAM128A
5883,FAM128B
5884,FAM129A
5885,FAM129B
5886,FAM129C
5887,FAM131A
5888,FAM131B
5889,FAM131C
5890,FAM132A
5891,FAM133A
5892,FAM133B
5893,FAM134A
5894,FAM134B
5895,FAM134C
5896,FAM135A
5897,FAM135B
5898,FAM136A
5899,FAM136B
5900,FAM138B
5901,FAM138D
5902,FAM138E
5903,FAM138F
5904,FAM13A
5905,FAM13AOS
5906,FAM13B
5907,FAM13C
5908,FAM149A
5909,FAM149B1
5910,FAM150A
5911,FAM150B
5912,FAM151A
5913,FAM151B
5914,FAM153A
5915,FAM153B
5916,FAM153C
5917,FAM154A
5918,FAM154B
5919,FAM155A
5920,FAM155B
5921,FAM156A
5922,FAM157A
5923,FAM157B
5924,FAM158A
5925,FAM159A
5926,FAM160A1
5927,FAM160A2
5928,FAM160B1
5929,FAM160B2
5930,FAM161A
5931,FAM161B
5932,FAM162A
5933,FAM162B
5934,FAM163A
5935,FAM163B
5936,FAM164A
5937,FAM164C
5938,FAM165B
5939,FAM166A
5940,FAM166B
5941,FAM167A
5942,FAM167B
5943,FAM168A
5944,FAM168B
5945,FAM169A
5946,FAM169B
5947,FAM170A
5948,FAM170B
5949,FAM171A1
5950,FAM171A2
5951,FAM171B
5952,FAM172A
5953,FAM173A
5954,FAM173B
5955,FAM174A
5956,FAM174B
5957,FAM175A
5958,FAM175B
5959,FAM176A
5960,FAM176B
5961,FAM177A1
5962,FAM177B
5963,FAM178A
5964,FAM178B
5965,FAM179A
5966,FAM179B
5967,FAM180A
5968,FAM180B
5969,FAM181A
5970,FAM181B
5971,FAM182A
5972,FAM182B
5973,FAM183A
5974,FAM183B
5975,FAM184A
5976,FAM184B
5977,FAM185A
5978,FAM186A
5979,FAM186B
5980,FAM187B
5981,FAM188A
5982,FAM188B
5983,FAM189A1
5984,FAM189A2
5985,FAM189B
5986,FAM18A
5987,FAM18B2
5988,FAM18B
5989,FAM190A
5990,FAM190B
5991,FAM192A
5992,FAM193A
5993,FAM193B
5994,FAM194A
5995,FAM194B
5996,FAM195A
5997,FAM195B
5998,FAM196A
5999,FAM196B
6000,FAM197Y2
6001,FAM198A
6002,FAM198B
6003,FAM199X
6004,FAM19A1
6005,FAM19A2
6006,FAM19A3
6007,FAM19A4
6008,FAM19A5
6009,FAM200A
6010,FAM200B
6011,FAM20A
6012,FAM20B
6013,FAM20C
6014,FAM21A
6015,FAM21B
6016,FAM21C
6017,FAM22A
6018,FAM22D
6019,FAM22F
6020,FAM22G
6021,FAM23A
6022,FAM24A
6023,FAM24B
6024,FAM25A
6025,FAM25B
6026,FAM26D
6027,FAM26E
6028,FAM26F
6029,FAM27A
6030,FAM27B
6031,FAM27C
6032,FAM27L
6033,FAM32A
6034,FAM35A
6035,FAM35B2
6036,FAM35B
6037,FAM36A
6038,FAM38A
6039,FAM38B
6040,FAM3A
6041,FAM3B
6042,FAM3C
6043,FAM3D
6044,FAM40A
6045,FAM40B
6046,FAM41AY1
6047,FAM41C
6048,FAM43A
6049,FAM43B
6050,FAM45A
6051,FAM45B
6052,FAM46A
6053,FAM46B
6054,FAM46C
6055,FAM46D
6056,FAM47A
6057,FAM47B
6058,FAM47C
6059,FAM47E
6060,FAM48A
6061,FAM48B1
6062,FAM48B2
6063,FAM49A
6064,FAM49B
6065,FAM50A
6066,FAM50B
6067,FAM53A
6068,FAM53B
6069,FAM53C
6070,FAM54A
6071,FAM54B
6072,FAM55A
6073,FAM55B
6074,FAM55C
6075,FAM55D
6076,FAM57A
6077,FAM57B
6078,FAM58A
6079,FAM58B
6080,FAM59A
6081,FAM5B
6082,FAM5C
6083,FAM60A
6084,FAM63A
6085,FAM63B
6086,FAM64A
6087,FAM65A
6088,FAM65B
6089,FAM65C
6090,FAM66A
6091,FAM66C
6092,FAM66D
6093,FAM66E
6094,FAM69A
6095,FAM69B
6096,FAM69C
6097,FAM70A
6098,FAM70B
6099,FAM71A
6100,FAM71B
6101,FAM71C
6102,FAM71D
6103,FAM71E1
6104,FAM71E2
6105,FAM71F1
6106,FAM71F2
6107,FAM72A
6108,FAM72B
6109,FAM72D
6110,FAM73A
6111,FAM73B
6112,FAM74A1
6113,FAM74A3
6114,FAM74A4
6115,FAM75A2
6116,FAM75A3
6117,FAM75A5
6118,FAM75A6
6119,FAM75C1
6120,FAM76A
6121,FAM76B
6122,FAM78A
6123,FAM78B
6124,FAM7A2
6125,FAM7A3
6126,FAM81A
6127,FAM81B
6128,FAM82A1
6129,FAM82A2
6130,FAM82B
6131,FAM83A
6132,FAM83B
6133,FAM83C
6134,FAM83D
6135,FAM83E
6136,FAM83F
6137,FAM83G
6138,FAM83H
6139,FAM84A
6140,FAM84B
6141,FAM86A
6142,FAM86B1
6143,FAM86B2
6144,FAM86C
6145,FAM86D
6146,FAM89A
6147,FAM89B
6148,FAM8A1
6149,FAM90A1
6150,FAM90A7
6151,FAM91A1
6152,FAM92A1
6153,FAM92A3
6154,FAM92B
6155,FAM95B1
6156,FAM96A
6157,FAM96B
6158,FAM98A
6159,FAM98B
6160,FAM98C
6161,FAM99A
6162,FAM99B
6163,FAM9A
6164,FAM9B
6165,FAM9C
6166,FANCA
6167,FANCB
6168,FANCC
6169,FANCD2
6170,FANCE
6171,FANCF
6172,FANCG
6173,FANCI
6174,FANCL
6175,FANCM
6176,FANK1
6177,FAP
6178,FAR1
6179,FAR2
6180,FARP1
6181,FARP2
6182,FARS2
6183,FARSA
6184,FARSB
6185,FAS
6186,FASLG
6187,FASN
6188,FASTK
6189,FASTKD1
6190,FASTKD2
6191,FASTKD3
6192,FASTKD5
6193,FAT1
6194,FAT2
6195,FAT3
6196,FAT4
6197,FATE1
6198,FAU
6199,FBF1
6200,FBL
6201,FBLIM1
6202,FBLL1
6203,FBLN1
6204,FBLN2
6205,FBLN5
6206,FBLN7
6207,FBN1
6208,FBN2
6209,FBN3
6210,FBP1
6211,FBP2
6212,FBRS
6213,FBRSL1
6214,FBXL12
6215,FBXL13
6216,FBXL14
6217,FBXL15
6218,FBXL16
6219,FBXL17
6220,FBXL18
6221,FBXL19
6222,FBXL20
6223,FBXL21
6224,FBXL22
6225,FBXL2
6226,FBXL3
6227,FBXL4
6228,FBXL5
6229,FBXL6
6230,FBXL7
6231,FBXL8
6232,FBXO10
6233,FBXO11
6234,FBXO15
6235,FBXO16
